Watch Videos
ALL IN with CHRIS HAYESMarch 16, 2018Guest: Felix Sater, Jackie Speier, Natasha Bertrand, James Henry, Evan McMullins, Maria Hinojosa, Eddie Glaude
Name: CHRIS HAYES ( MSNBC HOST) ; Gender: male ; Race:  caucasian ; Dialogue:  As the Mueller investigation officially enters Trump Tower, along-time figure in President Trump`s circle joins me live.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  It`s established that you worked with the government as an intelligence asset, right?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  Yes.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  There is no parentheses, no bookend, no close on that relationship, correct?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  No, there is no bookend and close end and I would work with my government in any capacity that they would ask me today, tomorrow, until the day I die.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  You worked for the FBI?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  Yes, I do.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  You worked with Andrew Weissmann who is a lawyer at the DOJ, right?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  Yes, he signed my cooperation agreement.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  He signed your cooperation agreement. Andrew Weissmann now works for Robert Mueller, correct?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  Yes, he does.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  OK. People look at this and they maybe start to think two and two equals four. You`re a guy who knows how to talk to people and pass information along, you have a relationship with the FBI and you got a relationship with Andrew Weissmann, Andrew Weissmann is currently working for Robert Mueller. Are you working for Robert Mueller?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  I`m not working for Robert Mueller nor have I ever worked for Robert Mueller.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Have you cooperated with the FBI in its investigation?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  I`m sorry, I can`t answer about anything about any on-going investigations that are happening. That`s not for me to say.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Do you understand why people might come to that conclusion?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  Of course. That doesn`t mean it`s true just because they come to that conclusion.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Felix Sater, you can read more about his pretty incredible life in BuzzFeed. And it was great to have you on the show. Do you want to come back and –
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  I would like to say that all I can be say is after so much terrible things written about me, I`d like to thank Anthony Cormier and Jason Leopold –
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  You`re trying to clear your name, that`s what you`re doing?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  I`m not trying to clear my name, I`m just trying to give everyone a full picture of everything that I`ve done. A full picture so that there can be a balance instead of just reporting what I did in my 20s and I`m 52 years old and reporting them as if it happened last Tuesday which it didn`t.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  And there`s a lot.
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  There`s a lot. Yes, there`s a lot.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Thank you for coming by. I really do appreciate it. Come back, all right?
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  Thank you very much. Thank you for having me. Thank you.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Ahead more on where things stand for the President as Robert Mueller starts looking into the Trump Organization, Russian dealings. Plus a lawyer for Stormy Daniels says she`s been physically threatened to stay silent and the new scandal for the Secretary of Defense, the massive fraud. You probably heard about his involvement with coming up.
(COMMERCIAL BREAK)
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  The insinuation that I would get together with anyone, especially Russia of all places , or any other country in the world, for the detriment of our country is not only insulting but laughable.
(END VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  We`re back to digest my conversation with one of the most fascinating figures in the Trump Russia story, intelligence operative, convicted felon, former Trump business partner, Felix Sater.
I want to bring in Congresswoman Jackie Speier, member of the House intelligence committee who joins me tonight from joins me tonight from California. Here in New York, Atlantic staff writer Natasha Bertrand, who has covered the Russia Trump nexus extensively. And investigative economist James Henry who joined a lawsuit to unseal the criminal records of Felix Sater and has compiled an examination of trump`s private Russian connections for the American Interest magazine, which is a fascinating read.
And congresswoman, I will start with you. You did not have an opportunity to speak to Felix Sater as part of the House intelligence investigation, but the majority staff did. Do I have that right?
Name: JACKIE SPEIER (  CALIFORNIA) ; Gender: male ; Race:  caucasian ; Dialogue:  That`s correct. I mean, there were a couple members who were able to go up to New York.
Get this, the majority decided to travel to New York City to question Felix Sater when everyone else was brought to Washington, D.C. to be interviewed. So I`ve always thought that was peculiar that they made that accommodation for him.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Do you think he`s an important figure to your investigation?
Name: SPEIER ; Gender: male ; Race:  caucasian ; Dialogue:  I do think he`s an important figure.
You know, I thought it was a fascinating interview you had with him. I wanted you to ask him whether or not Ivanka did sit in Vladimir Putin`s seat.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Putin`s chair has been – yes.
In fact, he did tell –
Name: SPEIER ; Gender: male ; Race:  caucasian ; Dialogue:  Because he makes it seem like he didn`t have any relationship with Vladimir Putin tonight, but it certainly seems like he was making that case previously.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Natasha, what did you make of that?
Name: NATASHA BERTRAND ( THE ATLANTIC) ; Gender: female ; Race:  other,caucasian ; Dialogue:  You know, I think that Felix Sater has actually been pretty consistent on this point for a long time. He and I have been going back and forth for just as a reporter trying to get kind of information out of him and his consistent point is, it`s as you been you don`t understand the relationship that I have with the U.S. government. And he was never willing to really expound upon that.
There were always kind of rumors about, you know, the possibility that he had been working undercover with the FBI, there were some reports early on from like the `90s that he had been doing that. But this is something he was kind very, you know, just kind of evasive about. He wouldn`t really go into it. He said I would never betray the United States.
But I think that what this interview did show is that he knows a lot about Donald Trump. And he knows a lot about the history of Donald Trump`s business dealings, his real estate empire. And did he work in the Trump organization very closely with him of course before he ran for president.
One of the things that I found kind implausible was towards the end when he said, you know, there was no way that the Russians could have known if he was running for president, therefore, why would they be funneling money to him beforehand. The Russians have had their eye on Donald Trump since the `80s. And of course as we know Donald Trump has been weighing a run for president since well before he announced it in 2015.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  And in fact I should have noted there`s a famous tweet at the Miss Universe in 2013 of one of the Russians there saying he`s going to make a great president. So there was some idea.
Name: BERTRAND ; Gender: male ; Race:  caucasian ; Dialogue:  Right. And there`s also some dispute between whether or not Michael Cohen and Felix Sater have a close relationship. In the interview, Sater mentioned that he and Cohen were kind of just going back and forth as old friends whereas Cohen told me recently that he doesn`t really know Sater all that well.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Well, we should say that the president himself once said in a deposition he couldn`t pick him out of a room which is not credible or plausible.
Name: BERTRAND ; Gender: male ; Race:  caucasian ; Dialogue:  This is another question is why does the president feel compelled to distance himself from Felix?
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  You have been tracking Felix Sater for a long time. You have a sort of both skeptical and bemused look on your face. What are you thinking?
Name: JAMES HENRY ( ECONOMIST) ; Gender: male ; Race:  african ; Dialogue:  Well, I think he`s a financial Whitey Bulger. You know, it may be or may not be true. I`d love to have some CIA people come forward and actually go on the record about this, that he`s done all these wonderful deeds.
But I think there`s also another interpretation. We know from a lot of work that a core group of journalists, people like Zembla (ph) and ZDF in Germany and The Netherlands have been doing, is that Felix Sater has been involved in financial fraud and money laundering right up to 2014, 2015, helping say set up companies in The Netherlands back in 2007 to help kleptocrats take money out of Kazakhstan and park it in the Trump Soho and round tripping it. These are people – kleptocrats are people like a fellow Abel Yazov (ph) who had a $10 billion bank fraud, you know, end up lending much of the money to himself.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  And you`re alleging that Sater played a role in being the sort of conduit for that money.
Name: HENRY ; Gender: male ; Race:  caucasian ; Dialogue:  He formed those companies with his partner Kraponov (ph) who is now in Geneva having flown the coop with $300 million.
So, the problem is with – and, you know, it`s hard for broadcast journalists to do sound bite journalism on this guy. It`s an extraordinarily complicated story. But one basic question for Felix is, have you stopped money laundering? Are you profiting from this? What happened to the $40 millionto $60 million of financial profits that you took from those victims of the fraud back in 1998?
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  It was a 40 – it upwards of $40 million.
Name: HENRY ; Gender: male ; Race:  caucasian ; Dialogue:  There is a victims restitution act and for all of his contrition these days has been unwilling to say what happened to all that money.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Well, and it is a remarkable set of facts here that he was convicted and implicated in that just if you look at the stock fraud scheme, which he talked about, and never really – you know, he didn`t go to jail for it. He paid a $25,000 fine and the reason that Loretta Lynch has to answer for it in her hearings is because it`s such a remarkable bit of forbearance on the part of the government in terms of his punishment.
Name: HENRY ; Gender: male ; Race:  caucasian ; Dialogue:  Well, the secrecy deal enabled Donald Trump to raise money in conjunction with Felix Sater, for Sater to go and raise hundres of millions of dollars –
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Because it was all sealed?
Name: HENRY ; Gender: male ; Race:  caucasian ; Dialogue:  Because it was all sealed until at least Fred Overlander (ph), an attorney in New York helped to reveal it in 2011. There was also a New York Times report in 2007. But we think that Trump actually knew about Sater`s background, failed to disclose it to his co-investors, and that`s a concealment fraud. The statute of limitations for that doesn`t run out until November 2020.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Congresswoman, are you confident that – that someone, whether it`s you – although probably not the House intelligence committee giving as how the majority has closed down the investigation, or Mueller, will be able to sort of get their arms around the actual truth about either Sater or Trump or Trump Moscow and the kind of financial background to the possibility of entanglements?
Name: SPEIER ; Gender: male ; Race:  caucasian ; Dialogue:  That is where the crimes have been committed. It`s the money laundering. I thought the fact that Felix Sater said, well you just accept the money and any developer and certainly that`s what Donald Trump did, there is a law in this country, the Foreign Corrupt Practices Act, that requires to you make sure that the money you`re getting in a real estate deal is not laundered.
So, I think that Mueller is going directly there. And the money laundering that went on in Soho, that went on in the Florida properties, all of which have gone belly up one way or the other. And in many of these projects, they were all cash transactions. And they were all LLCs, so they were all shell companies so you couldn`t track who was actually buying these properties. And I think he was the go between.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  One significant little part of the story that Sater was able to confirm here was the source of possible funding on the development of Trump Moscow. Take a listen to what he said about that.
(BEGIN VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Let me just make sure that I nail this part down. So the people associated with the deal, you said you put the deal together. It wasn`t your deal. A developer in Russia was looking to VTB for financing.
Name: SATER ; Gender: male ; Race:  caucasian ; Dialogue:  I had a local developer here and I had the Trump organization here and I was in the middle. And the local developer there would have gotten financing from VTB and or another Russian bank, but VTB was at that point the go-to bank for real estate development. That`s why VTB.
(END VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Significant because that`s a sanctioned Russian bank.
Name: BERTRAND ; Gender: male ; Race:  caucasian ; Dialogue:  Right, exactly. And we were kind of trying to get this answer out of the House intel committee for a number of days and they just refused to answer the question of what sanctioned bank this actually was.
VTB is the second largest Russian lender. It is massive. And it`s not necessarily surprising that they would be the ones to be giving funding to Trump Tower Moscow. But of course this was something that Donald Trump was pursuing during the presidential election. And he was – factually, he was pursuing this deal with a sanctioned Russian bank. And so that is significant.
And it also shows exactly the extent of what Felix Sater knows.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Just say that again. While he was running for president, he was pursuing a deal with a sanctioned Russian bank.
Name: BERTRAND ; Gender: male ; Race:  caucasian ; Dialogue:  Right. And this is something that Felix Sater was able to reveal. And I think that that kind of shines light on the importance of Felix Sater to the special counsel and to kind of this entire investigation.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Will you just for a second zoom out for a bit, right? Because part of what we`ve seen in the complaints against Manafort and part of what is being sort of called into question here with Felix Sater what you just said is, the remarkable flows of money that come out of Russia and the former Soviet Republics in concentrated very intensely in a group of oligarchs who are doing a lot of the things to get that money out into places in the west.
Name: HENRY ; Gender: male ; Race:  caucasian ; Dialogue:  That`s the original sin in this story, which is the failed transition in the `90s when we basically handed off Russian to 30 or 40 oligarchs, and that created the base not only for Putin and the counter revolution that he held, but also for Trump who ended up being financed at a time when he wasn`t able to borrow from U.S. banks because he had had four to six bankruptcy in the `90s. He had rely on money from the former Soviet Union capital flight and dirty money.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Congresswoman Jackie Speier, Natasha Bertrand, and James Henry, many thanks for joining me tonight.
Name: SPEIER ; Gender: male ; Race:  caucasian ; Dialogue:  Thanks, Chris.
Name: HENRY ; Gender: male ; Race:  caucasian ; Dialogue:  Welcome.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  All right, still to come, the surprising new name on list of Trump administration officials that are mired in scandal and why no one seems to want to talk about it.
And Marco Rubio`s dedication to protecting daylight savings, that`s Thing One, Thing Two next.
(COMMERCIAL BREAK)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Thing One tonight, three weeks after a room full of Florida students booed Marco Rubio for his weak stance on new gun laws in the wake of the Stoneman Douglas massacre, the junior senator from Florida this week announced a bold new legislative action, not on guns, of course, he wants to make daylight savings time permanent. And with that announcement came a whole new round of booing and a harsher view from the last prominent advocate of killing the biannual clock change.
(BEGIN VIDEO CLIP)
Name: TIMOTHY SIMONS ( ACTOR) ; Gender: male ; Race:  caucasian ; Dialogue:  Mr. Speaker, daylight saving – not plural – time has never saved us from anything.
(END VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  That`s Thing Two in 60 seconds.
(COMMERCIAL BREAK)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  One month after the Parkland, Florida shooting, Senator Marco Rubio took to Twitter with a big announcement today taking the lead from Florida legislature and Rep. Jay Nunez. I will be filing legislation to make daylight saving time year round.
OK. You almost have to wonder is Marco Rubio purposely acing like an absurd character from “Veep”?
(BEGIN VIDEO CLIP)
Name: SIMONS ; Gender: male ; Race:  african,caucasian ; Dialogue:  Mr. Speaker, daylight saving – not plural – time has never saved us from anything. This bill will be a call for less government from our clocks to our privately built for profit prisons and yes, to the very watches on our wrists.
The daylight savings time loving bureaucrats have been punching the clock on the taxpayers` dime for too long. Well, now it`s time for me to punch a clock with a hammer.
(CLAPPING)
Name: UNIDENTIFIED MALE ; Gender: male ; Race:  caucasian ; Dialogue:  Oh!
Name: UNIDENTIFIED MALE ; Gender: male ; Race:  caucasian ; Dialogue:  Help him. Help him.
(END VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Timothy Simons, the actor who plays that fictional congressman and noted bafoon Jonah Ryan, definitely noticed that Marco Rubio has taken this bold new position on what time it is. In a retweet of the senators announcement, he said, quote, “literally this is a stance we thought was so dumb that Jonah Ryan would support it. Sponsor gun control legislation, you spineless turd. Children are being slaughtered.
(END VIDEO CLIP)
(COMMERCIAL BREAK)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Donald Trump, the master of commanding media attention seems to have met his match in Michael Avenatti, a lawyer for adult film actress Stormy Daniels. Avenatti continues to drop newsworthy bread crumbs in every interview he does, the latest this morning on this very network.
(BEGIN VIDEO CLIP)
Name: MIKE BRZEZINSKI ( CO-HOST, MORNING JOE) ; Gender: male ; Race:  caucasian ; Dialogue:  Was she threatened in any way?
Name: MICHAEL AVENATTI ( ATTORNEY) ; Gender: male ; Race:  caucasian ; Dialogue:  Yes.
Name: BRZEZINSKI ; Gender: female ; Race:  latino,african ; Dialogue:  Was she threatened physical harm?
Name: AVENATTI ; Gender: male ; Race:  asianindian,caucasian ; Dialogue:  Yes.
Name: JOE SCARBOROUGH ( CO-HOST, MORNING JOE) ; Gender: male ; Race:  caucasian ; Dialogue:  Did it come from the president directly, physical threats?
Name: AVENATTI ; Gender: male ; Race:  asianindian,caucasian ; Dialogue:  I`m not going to answer that.
Name: SCARBOROUGH ; Gender: female ; Race:  caucasian ; Dialogue:  Will you deny that the president of the United States threatened your client?
Name: AVENATTI ; Gender: male ; Race:  asianindian,caucasian ; Dialogue:  I will not confirm or deny.
(END VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Avenatti, who is smooth, declined to give more details, although in subsequent interviews today he again mentioned threats of physical violence. Avenatti didn`t name anyone making those threats, but coincidentally enough, just for your information, Donald Trump`s lawyer, MIchael Cohen has a history of hyper aggressive tactics.
In 2015, for example, on the Daily Beast reported on rape allegations by Ivana Trump against Donald, which he has since withdrawn, Cohen responded by threatening the reporting, quote, “I will make sure that you and I meet one day while we`re in the courthouse and I will take you for every penny you still don`t have. And I will come after your Daily Beast and everybody else you possibly know, Cohen said, and this is my favorite, part so I`m warning you tread very F-ing lightly, because what I`m going to do to is going to be F-ing disgusting, do you understand me?
On Josh Marshall`s podcast today, Avenatti was asked about Cohen`s penchant for these kinds of tactics in other cases.
(BEGIN VIDEO CLIP)
Name: AVENATTI ; Gender: male ; Race:  asianindian,caucasian ; Dialogue:  If anybody, and by that I mean anybody – if anybody engages in tactics like that in this piece of litigation with me or my client, there is going to be a reckoning. I`m telling you that right now, because we will not tolerate conduct like that.
(END VIDEO CLIP)
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Now Bloomberg reporting the president is moving his attempt to keep Stormy Daniels quiet about an alleged affair to federal court. The White House denies the allegations. And Michael Cohen is hardly the only dubious character with whom Donald Trump has surrounded himself. There is a long list now of Trump administration officials past and present who have been caught up in some kind of wrongdoing.
Among them, several cabinet secretaries who reportedly called to the White House for private meetings and scolded for ethics scandals, but absent from that group was Secretary of Defense James Mattis. Even though he has now been implicated in what the Securities and Exchange Commission called a, quote, elaborate years-long fraud at the blood testing start up Theranos where he was a board member.
Matt Iglesias writing in Vox that nobody in Washington wants to even talk about the defense secretary`s link to massive corporate fraud, because, quote, “everyone in Washington is more or less convinced that Mattis` presence in the Pentagon is the only thing standing between us and possible nuclear Armageddon.
Joining me now, Evan McMullin, 2016 independent presidential candidate, Eddie Glaude who is professor of religion and African American studies at Princeton University, and Maria Hinojosa, who is host and executive producer for NPR`s Latino USA.
I thought the – I mean, first of all, Mattis has a lot to answer for. He was on the board of a company to which he lent his name and his credibility and part of what they were selling was the credibility of their board. That was engaged in a massive fraud and at the same time, I saw you nodding your head to the idea that like, oh gosh, don`t go after him.
Name: MARIA HINOJOSA ( NPR`S LATINO USA) ; Gender: female ; Race:  caucasian ; Dialogue:  Well, to me when I was reading into this is just like wow, there is whole clique thing that goes on, that if you`re part of that clique, you`re going to want to build up the clique, you`re not – I`m like these are people who are sitting on board of directors and they did not know or they knew and they were letting this happen and it`s just like people covering for each other.
I don`t know.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  And that, I should say, that is a phenomenon that predates Donald Trump. I mean, the world of sort of board circulation that happened and the way that Theranos cultivated people.
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  But the fact that it`s happening right now in this context for all of us when everything is happening, let`s be really clear about how things have been done in this country.
Name: EDDIE GLAUDE ( PRINCETON UNIVERSITY) ; Gender: male ; Race:  african ; Dialogue:  Well, there seems to be an ethics deficiency among the folks who hang around Donald Trump. And we`re making this kind of cost benefit analysis. Mattis isn`t as bad as all of these other folks. And to the extent to which he isn`t as bad as all of these other folks, he is still doing some good because he`s probably the last adult standing. And if he – if we go after him based upon this kind of behavior, what do we leave ourselves with?
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  And that gets to this question about the conundrum of should people serve in this administration? I mean, that`s a deep and profound question particularly at this point as they cycle through all these people. What is your answer to that?
Name: GLAUDE ; Gender: female ; Race:  caucasian ; Dialogue:  Yeah, first of all, look, I have to say clearly there is a deficiency, an ethics deficiency in this administration. And it starts from the top. And there are signals are sent down and everybody follows. There`s a huge problem.
Name: EVAN MCMULLINS ( FORMER PRESIDENTIAL CANDIDATE) ; Gender: male ; Race:  caucasian ; Dialogue:  Look, I can`t claim to know Mattis well, I don`t want to say that. But I do know him. And I know him by reputation because I served overseas when he was serving overseas. You know –
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  He has a good reputation.
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  He has a good reputation. And I can`t imagine he would, as a member of a board of a biopharma company, knowingly push a product that was a complete farce.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Let me just say, that may or may not be true. My thing about Mattis right now is he has got questions to answer. I mean, like, we need to know –
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  Do we trust?
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Yeah, like just like .
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  I know that you know him, but do we trust?
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  I do. I do. In this age where we have got so much filth on the right and the left, and I don`t mean politically, I just mean with the Trump administration, there is one guy I believe who still has some honor, at least, and at that level and it is Mattis.
Now, I could be wrong and he has to answer these guys.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  That`s my point. We need to get answers, that`s my point.
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  But the larger point is also true, which is this is an administration full of people who are absolute swamp dwellers and this is what populists do, by the way. They say the elites are harming the people, the elites are corrupt, et cetera, even though it`s a lot of that is imaginary, and then they come to power themselves and they are worse than anything they ever sold the people.
Name: GLAUDE ; Gender: female ; Race:  caucasian ; Dialogue:  Certain populists.
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  Right. Well –
Name: GLAUDE ; Gender: female ; Race:  caucasian ; Dialogue:  Populists as such.
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  No, no, I would say – I believe populists as such. Look –
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  You really believe that?
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  Yes, I do.
Look, we tend to confuse the word populist with democracy. And, look, we have a democracy. It`s not populist. Populist is this idea that you are going to sell ideas to the people – policy ideas, for example, like the wall, like a Muslim ban, these things that are fantasies that you`re not going to be ableto do at least in our system. And even if you did, they wouldn`t solve the problems. But they inspire people`s fear and they play on people`s prejudices. That`s what they do.
But they are worse than all of them, the populists, I tell you.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Let me –
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  The word that actually has been swirling in my brain because I`ve been thinking a lot about my studies in college a long time ago studying Latin American studies, and the slip into authoritarianism. And what we are witnessing – I mean, people are talking all about the death of Marielle Franco in Rio de Janeiro. She was an elected official, an activist who became an elected official, murdered in – she was very outspoken about the police presence and police violence, and now she`s dead.
So I`m thinking about what people in Brazil are feeling in this moment of my god, this feels very much like our slip into –
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Although.
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  Yes.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Although, let me just say, Brazil also stands in the other direction.
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  Yes.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  For me, which is, whoa, is it way much worse – like what has happened there in terms of the displacement of the duly elected leader and the levels of street violence. Like, when you come back to the U.S. and you think about what the institutions have done and how they`ve held, if feels like a –
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  It does, but we`re also talking about this when you were just talking about possible threats of violence against Stormy Daniels.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  True. No, that`s true. That`s a serious thing.
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  And we`re also talking about certain immigrants, documented – with or without documents – who are being targeted as we speak tonight. So –
Name: GLAUDE ; Gender: female ; Race:  caucasian ; Dialogue:  When we think about the Trump administration, though, it`s really interesting. The populist billionaire, right? And what you just described, Evan, is a kind of standard worry, critique of democracy, right, that there is this worry that the mass, that the unlearned mass will threaten the power, right?
And so we get here, I`m reminded of that moment in Walt Whitman`s 1871 classic Democratic vistas where he talks about the hollowness at the heart of the present moment where business elites are robbing the public coffers, where selfishness and greed, right, have overrun the country. A corruption of men, a corruption of the state, which leads to a corruption of the national soul.
That`s not the possession of populists, that`s the possession of elites who – plutocrats – who think they can exploit people`s fears to let me again, fill the pots.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Let me also say one more thing about this in terms of the sort of ability of Trump to paper all this over, right, it does have an affect. These ethics scandals do matter. They get coverage. They reason they all got called in the White House to get yelled at is because they don`t like the fact that they`re on – like people do care that, you know.
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  You can`t hide it.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  And, B, we always have got to remember, the guy is at 40 percent approval and he didn`t win the popular vote. So, you know, in terms of who got swindled here.
Name: MCMULLINS ; Gender: male ; Race:  caucasian ; Dialogue:  Yeah, and look, I`ll say this topic of populist, academics argue a lot about what populism actually is. It`s a word that has a lot of definitions, but one of the most accepted is populism as a political tactic, not a philosophy, in fact, populism often becomes a tactic of authoritarians or nationalists and of socialists and that`s the reality.
Now, it doesn`t mean that we shouldn`t confuse – yes, there is corruption and there can be corruption at the top. Yes, the wealthy can take advantage of the poor. And yes, the rights of the majority are that we are majority rule, but we have – but the minority has rights that cannot be infringed upon.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Well, and the question right now is how strongly those institutions hold, particularly when you look at other places, Turkey and Brazil
Evan McMullin, Eddie Glaude, and Maria Hinojosa –
Name: HINOJOSA ; Gender: female ; Race:  african,caucasian ; Dialogue:  We didn`t get to talk about the high schoolers.
Name: HAYES ; Gender: male ; Race:  caucasian ; Dialogue:  Don`t forget, if you missed the beginning of tonight`s show and my interview with Felix Sater you can listen to it any time by downloading the All In podcast. Tonight`s will be available in about half an hour from now wherever you get your podcasts. Check it out.
That is All In for this evening. The Rachel Maddow Show starts right now. Good evening, Rachel.
###END
THIS IS A RUSH TRANSCRIPT. THIS COPY MAY NOT BE IN ITS FINAL FORM AND MAY BE UPDATED.
Copyright 2018 ASC Services II Media, LLC. All materials herein are protected by United States copyright law and may not be reproduced, distributed, transmitted, displayed, published or broadcast without the prior written permission of ASC Services II Media, LLC. You may not alter or remove any trademark, copyright or other notice from copies of the content.>

